	sample_30099	sample_30104	sample_30227	sample_30238	sample_30254	sample_30267	sample_30284	sample_30298	sample_30309	sample_30327	sample_30367	sample_30369	sample_30371	sample_30373	sample_30374	sample_30380	sample_30399	sample_30446	sample_30453	sample_30458	sample_30483	sample_30496	sample_30497	sample_30498	sample_30523	sample_30525	sample_30526	sample_30533	sample_30535	sample_30537	sample_30540	sample_30566	sample_30577	sample_30603	sample_30617	sample_30622	sample_30626	sample_30627	sample_30632	sample_30640	sample_30655	sample_30658	sample_30667	sample_30677	sample_30679	sample_30680	sample_30681	sample_30683	sample_30686	sample_30687	sample_30690	sample_30692	sample_30693	sample_30694	sample_30695	sample_30698	sample_30700	sample_30704	sample_30706	sample_30710	sample_30713	sample_30718	sample_30722	sample_30724	sample_30727	sample_30735	sample_30736	sample_30737	sample_30740	sample_30751	sample_30752	sample_30757	sample_30764	sample_30766	sample_30767	sample_30769	sample_30770	sample_30772	sample_30773	sample_30776	sample_30778	sample_30779	sample_30780	sample_30781	sample_30783	sample_30785	sample_30792	sample_30793	sample_30818	sample_30819	sample_30823	sample_30828	sample_30836	sample_30837	sample_30844	sample_30845	sample_30851	sample_30852	sample_30858	sample_30859	sample_30874	sample_30878	sample_30881	sample_30883	sample_30884	sample_30885	sample_30886	sample_30890	sample_30892	sample_30896	sample_30897	sample_30899	sample_30903	sample_30907	sample_30910	sample_30912	sample_30913	sample_30916	sample_30918	sample_30920	sample_30931	sample_30942	sample_30944	sample_30949	sample_30965	sample_30977	sample_30982	sample_30993	sample_30997	sample_30998	sample_31001	sample_31009	sample_31026	sample_31040	sample_31062	sample_31065	sample_31069	sample_31071	sample_31072	sample_31081	sample_31095	sample_31097	sample_31101	sample_31114	sample_31118	sample_31120	sample_31121	sample_31136	sample_31142	sample_31143	sample_31150	sample_31156	sample_31176	sample_31177	sample_31184	sample_31194	sample_31201	sample_31204	sample_31211	sample_31229	sample_31232	sample_31240	sample_31242	sample_31243	sample_31252	sample_31256	sample_31264	sample_31269	sample_31271	sample_31272	sample_31273	sample_31274	sample_31278	sample_31279	sample_31280	sample_31281	sample_31282	sample_31284	sample_31288	sample_31291	sample_31295	sample_31298	sample_31302	sample_31303	sample_31306	sample_31307	sample_31310	sample_31315	sample_31335	sample_31379	sample_31383	sample_31386	sample_31404	sample_31407	sample_31422	sample_31424	sample_31430	sample_31431	sample_31437	sample_31441	sample_31442	sample_31445	sample_31453	sample_31454	sample_31458	sample_31462	sample_31463	sample_31468	sample_31470	sample_31471	sample_31472	sample_75007	sample_75029	sample_75049
Eubacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	37	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	12	266	0	0	0	0	7	0	0	0	0	0	22	481	0	0	0	0	55	4	0	0	0	0	13	0	2	0	15	0	0	0	0	0	0	0	1130	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	822	0	0	0	0	0	0	9	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	29	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerococcus	2	25	0	4	0	0	0	0	0	4	0	304	0	41	0	4	0	0	91	0	0	0	0	3	0	62	0	0	0	0	6	0	0	0	0	8	0	0	0	0	31	7	0	0	0	0	5	73	0	2	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	16	8	0	0	0	0	0	0	3	42	0	0	0	3	0	0	0	39	16	0	0	0	0	0	9	2	0	6	0	0	0	0	9	0	0	0	3	17	0	0	0	0	0	0	0	0	102	12	0	38	0	0	0	11	0	0	0	11	394	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	8	5	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	2	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	10	0	0	0	0	0	61	0	0
Ezakiella	4	0	0	0	0	0	8	0	0	0	25	1035	0	65	12	0	3	0	6545	0	0	0	0	0	0	36	0	0	2	0	0	0	0	0	0	3	5	0	0	0	61	26	8	0	5	4	23	27	0	2	4	0	0	8	0	0	0	0	3	0	0	0	4	0	19	0	0	0	0	47	0	0	7	0	0	0	93	13	0	0	0	0	0	24	0	0	0	0	8	916	6	0	0	4	0	0	0	29	130	0	0	0	0	6	0	0	0	52	0	0	0	0	135	0	0	2	0	0	0	0	0	110	0	2	0	0	37	32	0	144	3	0	0	54	0	0	0	0	5207	0	15	0	8	0	0	3	3	16	0	54	0	71	0	0	5	0	19	25	0	0	0	21	2	0	0	0	0	0	0	3	3	0	4	7	0	0	0	0	0	0	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	10	7	2	0	14	0	12	0	0	0	77	0	13	0	550	42	3
Finegoldia	0	107	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	8	0	0	0	0	19	0	13	0	3	0	0	0	0	0	0	0	0	0	0	0	0	12	21	0	0	0	4	11	19	0	3	2	0	6	0	0	0	0	0	0	0	0	0	5	0	25	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	3	5	0	17	0	0	0	0	0	101	0	0	5	0	0	0	0	7	2	0	0	0	0	23	18	0	0	0	0	0	0	0	81	0	6	0	0	6	0	0	0	0	0	0	0	0	45	11	0	0	6	20	0	0	0	0	0	59	305	0	0	0	0	0	0	0	0	2	0	2	0	115	4	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	6	0	0	0	0	0	16	0	0
Gallicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0
Parvimonas	0	0	7	0	0	4	6	13	0	0	0	0	33	124	5	9	0	0	242	3	0	0	0	2	0	22	0	0	0	0	0	6	0	11	0	0	0	3	0	0	0	12	3	0	23	0	0	6	0	7	0	0	60	26	0	0	2	0	0	0	10	0	3	0	0	0	5	0	0	0	0	0	0	0	0	24	0	0	0	0	0	11	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	12	5	0	0	34	0	3	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	14	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	14	0	5	0	0	0	5	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	3
Peptoniphilus	0	12	0	3	0	0	0	0	0	0	0	223	0	16	0	0	0	0	1453	0	0	0	0	16	0	17	2	0	0	0	0	0	0	0	0	7	0	0	0	0	28	23	0	0	0	10	16	30	7	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	19	0	0	0	0	12	0	0	0	0	0	0	2	0	0	0	0	8	0	28	0	0	0	0	4	73	2	0	0	8	0	0	0	78	6	0	0	0	0	8	8	0	0	4	0	0	0	0	20	0	0	2	0	3	0	0	0	0	0	0	0	0	86	0	0	29	0	0	0	0	0	0	0	36	1582	0	6	0	0	0	0	0	0	0	0	3	0	85	0	0	0	0	3	14	0	0	10	0	0	0	0	0	0	0	0	2	14	0	4	0	0	0	0	0	0	0	13	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	366	6	0
Family_XIII_AD3011_group	10	174	322	0	137	216	213	177	418	458	967	591	45	1269	172	187	167	103	54	97	76	0	57	110	257	674	7	447	55	475	13	646	70	121	238	165	375	176	526	72	100	260	136	153	291	46	394	264	0	10	261	350	234	119	255	208	6	62	293	275	147	404	153	187	242	0	312	80	201	56	0	339	229	1139	175	157	145	153	548	1091	30	62	86	157	81	565	0	203	85	165	143	255	51	99	487	0	117	489	681	147	69	74	84	813	519	765	0	584	109	167	76	871	81	0	119	355	380	81	18	26	0	7	58	1225	210	1129	15	140	588	63	236	669	63	0	77	27	25	228	0	240	49	72	131	19	64	491	75	277	11	6	18	201	263	159	23	23	31	67	122	170	202	199	165	232	0	0	321	19	9	174	8	216	61	258	172	73	100	97	94	607	171	75	151	208	357	71	160	196	30	54	148	388	0	305	906	12	0	419	64	31	14	143	0	0	7	12	9	2306	32	48	136	13	376	71
Mogibacterium	5	0	11	0	0	0	8	0	37	316	36	96	88	7	9	7	34	3	47	0	0	7	0	6	0	220	5	0	0	0	244	0	0	0	12	0	0	22	0	225	0	2	0	52	20	6	177	7	7	4	0	25	0	13	48	0	25	0	0	0	0	5	0	0	18	2	14	6	13	0	0	0	0	0	0	143	2	10	0	9	0	5	0	9	0	5	0	0	0	10	0	0	47	75	0	10	0	33	38	11	47	0	15	0	0	37	0	21	0	0	0	28	0	0	10	32	13	0	0	0	0	0	7	0	0	165	0	0	4	18	0	0	0	0	3	0	5	7	83	11	0	0	0	0	0	7	0	0	0	0	0	26	7	176	0	0	0	5	107	0	0	2	0	0	0	0	181	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	7	4	17	5	0	61	0	0	12	0	17	0	3	0	0	16	0	0	0	0	0	0	0	0	0	8	0	0	0	0	23	0
Murdochiella	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	26	0	0	0	0	6	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	27	10	0	381	0	0	0	0	0	0	0	26	120	0	2	0	0	0	0	0	0	2	0	0	0	13	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	12	0
Acetitomaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agathobacter	14123	724	421	101	3967	273	8302	626	2422	892	1284	64	816	330	858	7134	1783	13543	4022	6498	1012	139	1027	1909	9466	613	4382	2527	3539	2696	791	3226	505	4831	2411	5179	2570	991	2314	2708	373	3119	11887	4647	996	4504	4660	666	68	3713	1285	633	645	563	4437	3371	4998	2711	2213	1285	5348	7213	5406	831	2178	6035	631	7188	1349	6912	523	171	1463	935	487	3629	1789	8342	3934	3460	318	11278	359	378	14013	1814	10681	4811	3248	745	2813	4161	7701	12412	1277	11571	2875	2726	58	628	2304	1102	1166	2370	1139	2565	1501	4807	2489	1648	3782	9749	2634	9852	28	7141	1628	763	850	3541	989	172	10065	5792	2607	7173	1871	5263	19069	1550	2090	7137	1673	3439	1202	544	762	821	459	16862	3397	267	11988	6720	750	8777	7449	8808	1452	1410	1949	16040	4036	3105	478	2224	1591	4077	2107	2910	54	3094	6958	3833	3416	0	7115	3570	1953	3195	2204	2706	2135	2678	3471	1295	6251	2638	9998	1461	604	1939	11216	566	689	1857	3450	11354	628	512	2983	3515	98	2075	5013	2118	2038	580	17578	879	901	1348	24414	4383	1988	1808	139	2142	10708	3666	1543	4629	11308	2987
Anaerosporobacter	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerostipes	756	3390	4010	0	139	1446	142	1892	453	363	347	421	342	58	7285	2837	58	1189	273	697	2361	151	130	955	427	1872	57	2796	80	904	394	10451	211	112	526	100	1552	671	1075	65	109	1348	1145	210	2429	841	316	70	2509	2429	213	8106	255	1322	8009	4724	8453	1032	902	237	862	2522	5694	850	469	735	1571	609	4418	2491	128	8337	459	123	13242	8146	1035	2195	1663	248	2081	2769	467	251	1017	1879	4554	1789	322	666	1126	942	462	211	383	8034	253	94	748	322	797	1521	1898	2266	1528	13054	0	1975	1015	1376	1297	1870	968	1411	256	1593	3174	189	132	122	28	285	1254	640	4122	1589	551	308	3666	537	1601	5611	334	0	814	14	465	7028	761	1279	361	50	1127	256	302	8385	1352	3620	462	68	140	845	494	2038	421	72	927	5083	1778	1137	41	356	138	842	5013	1123	398	484	234	1282	843	1169	466	128	454	60	7	1219	421	814	1505	60	7364	758	3568	307	3368	163	63	10	2023	800	2666	314	1345	799	547	364	481	112	120	223	2279	1917	0	301	31	432	1693	161	253	106	517	49
Blautia	23069	12794	11783	155	1935	1261	2496	3559	20074	4235	1919	1784	3857	675	14675	11543	1703	2488	839	4065	3076	6488	1442	9425	7166	6067	414	2197	339	4805	786	14065	633	1027	3537	1760	9382	1686	6413	2376	451	7216	1932	3650	40087	5791	4823	5532	4245	3205	1066	15882	790	4888	18909	7294	17486	5576	1166	13727	3765	5376	6999	1694	4679	2357	6288	8202	23442	6162	1249	2083	1858	1626	964	12903	722	4183	5543	3006	2286	14419	2042	4379	2430	7810	4152	3407	2560	4220	9189	7174	3130	2812	702	3199	1845	4466	1099	2884	2424	8584	1252	23472	12587	21687	952	44157	2526	8767	15462	9720	951	1246	1637	17102	15047	158	213	152	450	3244	4067	3364	4110	6471	7350	1285	9889	3213	5473	23131	753	356	1972	268	2690	6391	10354	11857	1205	361	3183	758	284	13316	2166	6776	1939	430	1009	5517	531	5669	624	303	1324	14294	4244	3366	6135	1432	2885	2523	5820	7719	6249	988	583	2359	1763	7634	2250	1044	1526	148	995	5584	2960	12508	9001	232	6490	3854	12025	2247	8089	616	232	119	5611	2960	7040	2083	16098	2166	394	964	2707	302	495	630	7532	1804	491	873	41	759	370	1592	2215	903	19816	351
Butyrivibrio	0	0	0	0	0	0	0	58	0	0	0	0	0	406	0	0	358	24	0	0	446	0	278	0	0	19	0	630	0	0	0	0	0	434	131	11	0	135	102	0	49	2604	0	12	0	0	0	0	0	0	0	0	0	97	0	0	0	0	6849	0	0	0	0	166	0	0	0	0	0	39	0	0	351	34	0	0	794	2277	551	3130	0	0	0	0	0	0	0	3251	81	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	1817	2352	0	0	0	0	1989	551	0	0	48	0	17	0	0	465	13	147	0	0	0	0	0	0	0	0	0	4331	204	0	0	0	0	14	0	0	0	0	0	5425	779	1608	920	0	0	0	0	0	0	29	592	0	471	0	0	0	32	0	986	0	0	0	566	0	0	31	0	0	0	0	0	0	0	2368	143	0	0	0	0
Cellulosilyticum	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprococcus_1	0	23	139	0	71	20	108	99	848	158	130	318	55	68	323	106	36	73	46	56	38	0	47	11	186	495	16	168	21	131	10	313	28	45	58	39	143	40	0	63	7	96	120	212	295	77	107	365	0	117	16	109	0	111	158	169	0	147	63	222	561	132	211	67	31	121	0	41	69	316	44	25	224	376	252	89	26	104	921	369	47	684	80	117	137	178	185	60	25	177	149	286	142	211	123	0	72	671	58	141	24	58	49	347	179	570	49	300	22	216	609	143	0	140	0	559	52	48	12	19	57	62	97	185	226	364	65	116	188	35	28	505	0	12	110	26	167	0	0	383	73	90	162	40	0	109	49	207	16	56	0	153	17	523	13	22	34	337	413	114	81	63	78	91	198	0	214	102	11	28	6	38	58	39	36	55	95	153	53	233	151	13	104	38	171	74	34	110	24	10	415	156	0	91	491	162	13	148	40	93	55	48	0	0	0	7	0	18	387	50	181	16	344	22
Coprococcus_2	20	0	0	0	0	18	1853	338	377	63	1333	163	0	707	712	1218	752	2026	0	1276	364	0	114	0	91	48	354	514	0	179	0	1176	23	531	661	303	1183	339	0	187	819	324	0	1037	65	0	581	758	134	0	0	0	0	0	340	0	0	109	2123	0	507	0	0	229	992	0	0	564	0	216	84	0	53	520	0	17	0	4879	82	2706	0	736	163	671	1164	217	0	7150	907	0	67	1584	281	3424	14	4	0	0	12	258	0	162	79	0	0	0	65	226	0	0	0	389	3578	0	8	135	0	0	502	338	1098	0	401	80	166	0	0	667	0	0	5	2177	913	0	0	44	43	0	0	0	1741	0	487	1341	0	1091	583	350	0	761	350	427	517	783	188	0	4	912	635	749	0	386	925	306	0	0	0	1743	0	10	0	0	0	456	179	1314	1353	494	0	549	321	0	1774	241	80	225	0	2975	175	180	0	760	0	87	42	1153	0	610	0	0	1156	0	4	0	343	0	75	0	137	1395	851	1098	0	1031
Coprococcus_3	27	367	322	0	216	101	283	282	381	570	58	54	32	41	822	1510	182	186	231	164	179	0	470	210	995	167	333	648	71	406	236	638	321	268	599	375	186	103	168	375	394	304	355	254	250	80	619	445	1862	141	153	1045	47	137	1110	213	201	43	1849	466	129	307	0	173	177	0	25	944	132	201	94	100	1919	2633	0	1148	27	235	329	375	133	2304	58	835	196	553	622	383	712	247	703	610	404	2083	177	303	138	711	22	57	60	158	212	268	148	2927	153	1116	216	242	162	487	89	1240	0	506	624	90	205	139	79	61	377	1641	414	173	1533	401	933	81	45	1287	109	369	116	0	283	472	0	199	70	520	2433	88	0	737	608	443	77	70	451	586	85	602	56	101	147	885	384	486	286	312	805	245	482	0	266	362	229	191	90	737	160	612	157	76	305	172	748	2509	246	45	701	234	98	963	0	418	30	24	1364	687	0	707	2359	831	23	315	638	815	348	405	126	0	195	1269	65	492	437	158	189	398	136	154
Cuneatibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dorea	893	486	1570	0	570	399	1003	502	3379	1095	353	472	868	525	2161	1876	459	993	712	422	537	85	466	1706	1906	1643	703	1193	207	1370	1548	1342	522	154	823	1034	2306	223	915	1396	171	1308	888	998	1199	642	1480	994	714	2268	166	2723	141	1111	2075	481	1524	457	769	1790	494	1753	3199	274	632	805	2630	3110	1897	757	136	644	1416	2264	449	2142	565	1580	1045	806	583	1946	232	1086	325	1400	4144	858	980	707	2282	2584	1236	1531	626	2305	494	406	185	269	889	536	425	2288	1369	4025	700	4946	698	570	1831	3324	184	297	52	4155	3059	148	77	118	134	333	2372	4252	957	2404	3883	967	1543	1644	828	7278	260	144	727	102	480	6683	93	1729	286	542	830	171	62	1616	1599	2232	248	244	582	1941	337	2136	466	176	881	2849	870	794	1796	332	397	743	1401	0	499	286	477	1077	666	925	2540	1942	532	71	397	483	1445	12395	1542	165	2113	999	1645	1154	624	756	105	65	3305	623	2870	1239	2956	1527	432	502	1118	247	288	415	1058	143	817	186	256	385	899	1904	777	192	4505	170
Eisenbergiella	223	0	0	0	0	0	0	0	0	0	0	0	0	115	0	145	0	0	121	22	0	28	0	0	0	78	12	0	0	0	0	0	23	0	0	0	0	0	90	0	0	0	178	8	114	0	0	46	0	0	22	113	1087	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0	0	19	0	0	0	0	0	62	26	0	14	0	0	0	0	0	0	8	123	44	0	0	0	0	0	0	0	0	270	0	9	0	0	0	44	670	0	22	0	0	0	21	692	0	259	0	0	0	0	0	0	0	0	0	543	42	0	0	20	6	0	0	0	0	0	0	0	28	6	0	6	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	15	0	0	0	0	0	0	8	0	0	0	0	0	7	27	6	0	6	0	0	0	0	0	0	37	0	0	0	37	47	0	0	14	0	218	0	0	0	0	0	10
Epulopiscium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusicatenibacter	1036	504	478	0	211	372	119	328	341	244	2174	306	1335	189	2542	674	153	284	934	955	890	264	102	1018	1800	714	91	548	65	481	18	4060	67	48	648	242	1318	83	1075	390	204	1037	1747	314	1163	1346	482	447	3216	874	18	669	417	308	2521	995	1049	1096	270	285	505	1125	2835	141	1130	1201	640	1599	1020	1319	0	159	113	589	382	1229	64	1055	680	317	193	2001	238	708	1018	1133	4598	1766	467	173	3437	2051	1163	384	59	507	363	2558	196	262	430	600	102	1899	1091	1440	121	4629	1292	590	3126	2836	326	0	0	1146	4467	49	189	39	60	0	1136	284	883	1431	1179	327	2337	1466	1042	5371	346	0	540	41	183	3358	9	2860	159	22	202	456	494	668	505	897	299	247	37	2123	40	573	141	174	857	2139	419	778	315	152	292	468	1947	227	763	400	154	1313	651	315	1594	318	124	0	29	935	85	678	1794	18	1583	144	3688	180	1385	125	44	12	2093	427	0	530	2646	384	101	414	1144	385	275	289	1211	286	11	171	45	845	47	99	276	214	521	41
GCA.900066225_genus	0	0	8	0	9	30	123	32	0	72	0	0	0	27	0	44	0	112	59	13	14	0	0	0	0	25	0	117	28	0	0	49	21	37	10	6	9	0	33	0	80	46	0	32	0	15	0	61	0	0	56	53	138	0	0	0	0	0	61	0	0	0	0	23	8	0	0	79	0	0	0	29	26	70	0	10	19	39	38	19	0	0	21	0	0	0	0	44	0	0	5	116	0	16	13	19	32	0	16	35	0	0	11	34	27	22	0	13	0	11	8	0	0	0	0	0	45	0	0	0	14	0	0	172	51	0	0	24	20	0	0	10	0	18	7	0	0	0	18	0	63	5	0	0	24	0	9	20	0	0	10	0	19	88	4	37	0	0	62	8	0	90	17	0	0	0	0	0	0	6	0	0	0	134	23	11	9	7	169	5	45	11	25	19	181	10	4	7	13	29	12	13	0	20	0	0	0	80	0	49	0	6	0	0	0	5	12	29	18	43	48	0	0	15
GCA.900066575_genus	21	0	10	0	10	23	29	0	0	0	0	12	0	0	0	9	0	59	18	5	13	0	0	0	21	5	66	40	36	0	0	9	63	32	27	0	30	0	23	3	4	91	25	14	0	0	0	34	0	0	9	20	0	0	0	0	0	0	802	0	20	0	0	0	0	0	19	0	0	21	0	0	0	0	18	0	328	48	9	0	0	12	0	0	0	0	0	39	33	0	6	0	30	10	0	0	0	19	0	0	0	0	0	6	0	41	0	0	0	0	0	23	0	0	0	0	0	6	94	25	30	63	0	45	25	0	0	0	21	7	13	0	0	11	21	52	150	14	0	6	14	26	31	15	0	0	45	0	16	0	22	0	0	16	0	9	0	48	11	64	0	68	172	44	0	0	19	55	0	0	0	0	13	16	14	17	190	63	57	0	16	22	16	0	0	30	19	56	0	41	21	13	0	0	55	15	0	29	0	0	66	21	7	0	0	0	0	42	308	62	0	15	0	81
